simulation_id,timestamp,target_url,company_context_length,num_turns,total_seller_words,total_buyer_words,avg_seller_turn_length,avg_buyer_turn_length,score,outcome,key_objection,feedback,conversation_file,source
7da5cbf8-a422-4116-b00b-976464643ad2,2026-02-19T16:07:53.100825,https://www.linode.com,144,3,166,150,55.33,37.5,3,Failure,Timing,"The seller should have acknowledged the buyer's stated lack of current need and budget constraints earlier, and pivoted to a long-term relationship building approach instead of pushing for immediate interest. Sentiment: Negative",7da5cbf8-a422-4116-b00b-976464643ad2.json,batch_v2
6ac132c6-20f1-4f77-ba73-1222175bd6b5,2026-02-19T16:08:12.365011,https://www.vultr.com,3000,3,225,185,75.0,46.25,3,Failure,Competitors,The seller needed to ask more probing questions early on to understand the buyer's current solutions and potential pain points instead of making broad claims. Sentiment: Negative,6ac132c6-20f1-4f77-ba73-1222175bd6b5.json,batch_v2
08b7a213-5d8d-4ff8-80f1-74334e11857d,2026-02-19T16:08:29.165333,https://www.hetzner.com,3000,3,225,145,75.0,36.25,2,Failure,None,"The seller failed to identify and address the buyer's core motivations and perceived needs, leading to a premature rejection. Sentiment: Negative",08b7a213-5d8d-4ff8-80f1-74334e11857d.json,batch_v2
ec7a2c5e-8df4-4b3c-9402-5d449fac19b0,2026-02-19T16:08:45.652747,https://www.ovhcloud.com,3000,4,265,180,66.25,45.0,4,Pending,Timing,The seller should have better acknowledged the buyer's immediate priorities before attempting to position their solution. Sentiment: Neutral,ec7a2c5e-8df4-4b3c-9402-5d449fac19b0.json,batch_v2
26961341-5272-4df8-8bc0-e8599da94e7a,2026-02-19T16:09:03.093494,https://www.nginx.com,3000,4,315,180,78.75,45.0,3,Failure,Timing,The seller needs to better qualify the buyer's pain points and timing before launching into a solution pitch. Sentiment: Negative,26961341-5272-4df8-8bc0-e8599da94e7a.json,batch_v2
fcfca8ac-5b29-45a3-83bf-ddb48935399c,2026-02-19T16:09:18.686630,https://www.apache.org,3000,4,285,212,71.25,53.0,2,Failure,Timing,"The seller should have acknowledged the ""no"" more definitively and respected the buyer's stated lack of bandwidth and priority, rather than pushing for a next step. Sentiment: Negative",fcfca8ac-5b29-45a3-83bf-ddb48935399c.json,batch_v2
f9c56612-ab1c-4dd8-b5c4-be3c94c64708,2026-02-19T16:09:34.533107,https://www.mysql.com,460,3,251,184,62.75,61.33,3,Failure,Timing,"The seller should have acknowledged the buyer's stated priorities and offered a solution that directly addressed them, rather than pushing for a meeting. Sentiment: Negative",f9c56612-ab1c-4dd8-b5c4-be3c94c64708.json,batch_v2
e594dae4-22d3-46d1-87b1-ca12abf2604d,2026-02-19T16:09:51.486042,https://www.postgresql.org,3000,4,215,140,53.75,35.0,3,Failure,Timing,The seller should have focused on understanding the buyer's current challenges and tailored their value proposition to those specific pain points rather than a generic pitch. Sentiment: Negative,e594dae4-22d3-46d1-87b1-ca12abf2604d.json,batch_v2
794cde55-b601-4098-a9ed-bec99ad821bf,2026-02-19T16:10:07.241047,https://www.jenkins.io,3000,4,288,154,72.0,38.5,2,Failure,Timing,The seller should have asked more qualifying questions early on to determine if the timing was right or if the CTO had a real need for their solution before diving into a product pitch. Sentiment: Negative,794cde55-b601-4098-a9ed-bec99ad821bf.json,batch_v2
26a30448-04ce-40ce-ba83-113d7c91ac86,2026-02-19T16:10:23.555564,https://www.docker.com,3000,4,294,170,73.5,42.5,3,Failure,Timing,The seller should have probed deeper into how their solution could directly support the buyer's current security initiative instead of solely focusing on a general value proposition. Sentiment: Neutral,26a30448-04ce-40ce-ba83-113d7c91ac86.json,batch_v2
76d7b1a8-47e8-4105-a7ca-54dae2228a34,2026-02-19T16:12:36.912010,https://www.kubernetes.io,3000,4,269,203,67.25,50.75,5,Pending,Unknown,Sentiment: Neutral,76d7b1a8-47e8-4105-a7ca-54dae2228a34.json,batch_v2
7b739565-ec2f-43d4-8714-b3213e2d981f,2026-02-19T16:18:49.479984,https://www.terraform.io,2813,4,220,178,55.0,44.5,5,Pending,Unknown,Sentiment: Neutral,7b739565-ec2f-43d4-8714-b3213e2d981f.json,batch_v2
91a4d9ad-29cc-46b9-b396-6a8e149a14c4,2026-02-19T16:29:29.007087,https://www.confluence.com,3000,4,266,194,66.5,48.5,5,Pending,Unknown,Sentiment: Neutral,91a4d9ad-29cc-46b9-b396-6a8e149a14c4.json,batch_v2
d042d62f-3da8-4de1-a67e-0049b109c68e,2026-02-19T16:37:21.914465,https://www.g2.com,50,4,206,166,51.5,41.5,5,Pending,Unknown,Sentiment: Neutral,d042d62f-3da8-4de1-a67e-0049b109c68e.json,batch_v2
941ca33d-815e-43c1-9af7-978fd1143f98,2026-02-19T16:43:16.809634,https://www.trustradius.com,58,4,198,177,49.5,44.25,5,Pending,Unknown,Sentiment: Neutral,941ca33d-815e-43c1-9af7-978fd1143f98.json,batch_v2
e2cc7f8a-c40f-4dea-90cf-24712ac3626a,2026-02-19T16:50:11.555880,https://www.gusto.com,58,4,203,129,50.75,32.25,5,Pending,Unknown,Sentiment: Neutral,e2cc7f8a-c40f-4dea-90cf-24712ac3626a.json,batch_v2
b3a2ca5c-d8f0-40f9-b36a-1df4e1581461,2026-02-20T23:49:56.343486,https://www.salesforce.com,3000,4,367,189,91.75,47.25,2,Failure,Timing,The seller should have focused more on understanding the buyer's immediate priorities rather than pushing their solution. Sentiment: Negative,b3a2ca5c-d8f0-40f9-b36a-1df4e1581461.json,batch_v2
98aa382a-27db-4afe-bfb0-cddac0078576,2026-02-20T23:50:29.652002,https://www.salesforce.com,3000,5,225,157,45.0,31.4,4,Failure,Integration,The seller should have more effectively addressed the buyer's integration concerns and provided concrete examples of successful integrations with similar companies to alleviate doubts. Sentiment: Neutral,98aa382a-27db-4afe-bfb0-cddac0078576.json,batch_v2
09f8efdc-19de-42ad-b0a7-9bc5a22c09b6,2026-02-20T23:50:37.718568,https://www.hubspot.com,3000,4,266,155,66.5,38.75,4,Failure,Timing,The seller should have more aggressively addressed the buyer's timing concerns and emphasized the potential long-term benefits of implementing DeepData AI to overcome the buyer's reluctance to add a new tool to their stack. Sentiment: Neutral,09f8efdc-19de-42ad-b0a7-9bc5a22c09b6.json,batch_v2
356d4d2c-0860-433a-b344-5f2afb7da77a,2026-02-20T23:50:43.748317,https://www.freshworks.com,3000,4,184,118,46.0,29.5,2,Failure,Timing,The seller should have more effectively addressed the buyer's concern about simplifying their tech stack and allocated budget by providing more compelling reasons to reconsider their current setup. Sentiment: Negative,356d4d2c-0860-433a-b344-5f2afb7da77a.json,batch_v2
4e496648-f863-4a36-aaf8-76150a2a1a0f,2026-02-20T23:50:51.456346,https://www.monday.com,3000,5,250,150,50.0,30.0,2,Failure,Timing,The seller should have more effectively addressed the buyer's timing concerns and explored potential flexible solutions or follow-up opportunities to re-engage at a more convenient time. Sentiment: Negative,4e496648-f863-4a36-aaf8-76150a2a1a0f.json,batch_v2
c7013421-e701-4371-b3cc-13a8cd48212e,2026-02-20T23:50:58.511950,https://www.clickup.com,3000,4,238,163,59.5,40.75,2,Failure,Timing,The seller should have more effectively addressed the buyer's initial skepticism and provided more tailored value propositions to overcome the buyer's perception that the solution was not a critical need. Sentiment: Negative,c7013421-e701-4371-b3cc-13a8cd48212e.json,batch_v2
79cce17c-c41a-4a9a-8598-8cc8dcf01ddf,2026-02-20T23:51:05.273859,https://www.atlassian.com,3000,5,255,203,51.0,40.6,4,Failure,Authority,The seller should have more effectively addressed the buyer's authority concerns by asking about the procurement process and potential decision-makers earlier in the conversation. Sentiment: Negative,79cce17c-c41a-4a9a-8598-8cc8dcf01ddf.json,batch_v2
8b688d56-95c7-4e31-a2cf-0af0664575cf,2026-02-20T23:51:12.912322,https://www.slack.com,3000,5,265,185,53.0,37.0,4,Failure,Timing,The seller should have more aggressively addressed the buyer's budget planning and resource concerns to potentially find an alternative solution or follow-up opportunity. Sentiment: Neutral,8b688d56-95c7-4e31-a2cf-0af0664575cf.json,batch_v2
558ff522-9282-4a1f-b612-a2471fd300c4,2026-02-20T23:51:19.776177,https://www.datadoghq.com,3000,4,227,153,56.75,38.25,2,Failure,Timing,The seller should have more thoroughly qualified the buyer's current needs and potential pain points before pitching their solution to avoid being met with immediate rejection. Sentiment: Negative,558ff522-9282-4a1f-b612-a2471fd300c4.json,batch_v2
289aad11-eaac-4354-ba29-d2466ff1edd5,2026-02-20T23:51:26.124847,https://www.newrelic.com,3000,4,213,191,53.25,47.75,2,Failure,Timing,"The seller should have accepted the buyer's initial rejection and sent the requested information without pushing for a demo, to avoid coming across as overly aggressive and potentially damaging the relationship. Sentiment: Negative",289aad11-eaac-4354-ba29-d2466ff1edd5.json,batch_v2
0a775ce9-58b7-498e-9333-7e1bf07ae6e1,2026-02-20T23:51:34.399807,https://www.splunk.com,3000,4,226,128,56.5,32.0,2,Failure,Timing,The seller should have more effectively addressed the buyer's initial skepticism and explored potential pain points to build a stronger connection and uncover potential opportunities for growth. Sentiment: Negative,0a775ce9-58b7-498e-9333-7e1bf07ae6e1.json,batch_v2
37875aa2-e79c-4bf2-b5c6-c6af55be85a2,2026-02-20T23:51:42.049910,https://www.cloudflare.com,3000,4,203,158,50.75,39.5,4,Failure,Timing,The seller should have more aggressively addressed the buyer's timing and budget concerns earlier in the conversation to potentially overcome the objections. Sentiment: Neutral,37875aa2-e79c-4bf2-b5c6-c6af55be85a2.json,batch_v2
aa59ee0d-e405-4faf-a4cb-72d626204c08,2026-02-20T23:51:49.625686,https://www.okta.com,3000,4,234,177,58.5,44.25,2,Failure,Timing,The seller should have more thoroughly qualified the buyer's current projects and priorities before pitching the solution to avoid being dismissed due to poor timing. Sentiment: Negative,aa59ee0d-e405-4faf-a4cb-72d626204c08.json,batch_v2
3ac2bc52-bf4e-4193-a59a-e9024923197e,2026-02-20T23:51:56.243040,https://www.digitalocean.com,3000,4,274,166,68.5,41.5,2,Failure,Timing,The seller should have more aggressively addressed the buyer's timing concerns and provided a stronger value proposition to overcome the buyer's initial lack of interest. Sentiment: Negative,3ac2bc52-bf4e-4193-a59a-e9024923197e.json,batch_v2
2f4b3d43-3e5c-4dff-a9b5-115e48d194e0,2026-02-20T23:52:04.150330,https://www.scaleway.com,3000,4,239,165,59.75,41.25,2,Failure,Integration,The seller should have more aggressively addressed the buyer's concerns about integration and budget earlier in the conversation to potentially alleviate their concerns and keep the conversation going. Sentiment: Negative,2f4b3d43-3e5c-4dff-a9b5-115e48d194e0.json,batch_v2
2cd10862-4cea-4406-8c8e-776416b43794,2026-02-20T23:52:12.145983,https://www.mongodb.com,3000,5,277,165,55.4,33.0,2,Failure,Authority,The seller should have asked more questions to understand the buyer's current pain points and priorities earlier in the conversation to potentially address their concerns and build more relevance for the solution. Sentiment: Negative,2cd10862-4cea-4406-8c8e-776416b43794.json,batch_v2
4e12b5b8-33c6-47fb-ab40-bc1441033a3f,2026-02-20T23:52:18.819915,https://www.snowflake.com,760,4,220,133,55.0,33.25,2,Failure,Timing,The seller should have more thoroughly qualified the buyer's current projects and priorities before proposing a demo to better understand their immediate needs and potential pain points. Sentiment: Negative,4e12b5b8-33c6-47fb-ab40-bc1441033a3f.json,batch_v2
4a609480-f4ee-40a9-91a8-440f08b3044c,2026-02-20T23:52:28.966853,https://www.twilio.com,3000,4,215,151,53.75,37.75,4,Failure,Timing,The seller should have more aggressively addressed the buyer's concerns about existing contracts and investments to potentially find a way to overcome the timing objection. Sentiment: Neutral,4a609480-f4ee-40a9-91a8-440f08b3044c.json,batch_v2
44b68547-b07a-44e2-8d63-650330c34a8e,2026-02-20T23:52:46.631645,https://www.sendgrid.com,3000,4,259,162,64.75,40.5,2,Failure,Timing,The seller should have more thoroughly addressed the buyer's concerns about timing and migration priorities earlier in the conversation to potentially change the outcome. Sentiment: Negative,44b68547-b07a-44e2-8d63-650330c34a8e.json,batch_v2
173b5e5a-39b6-4615-a0b8-8b2d62a4e956,2026-02-20T23:52:59.927964,https://www.mailchimp.com,3000,4,212,148,53.0,37.0,4,Failure,Timing,The seller should have asked more questions to understand the buyer's current contract and potential exit timeline to better position the follow-up conversation. Sentiment: Neutral,173b5e5a-39b6-4615-a0b8-8b2d62a4e956.json,batch_v2
16589710-88a2-44eb-9d92-4f770d4a9f5b,2026-02-20T23:53:10.761596,https://www.intercom.com,31,4,197,164,49.25,41.0,2,Failure,Timing,The seller should have more aggressively addressed the buyer's initial hesitation and explored potential pain points earlier in the conversation to build more interest and momentum. Sentiment: Negative,16589710-88a2-44eb-9d92-4f770d4a9f5b.json,batch_v2
a7f48517-8ea7-41c8-b903-af268e1770ff,2026-02-20T23:53:17.475626,https://www.zendesk.com,3000,4,234,183,58.5,45.75,2,Failure,None,The seller should have more effectively addressed the buyer's concerns about ripping out their current system and invested time and resources by providing more compelling reasons and ROI analysis to justify the change. Sentiment: Negative,a7f48517-8ea7-41c8-b903-af268e1770ff.json,batch_v2
8df3d337-59b2-4784-8405-ede135605143,2026-02-20T23:53:25.568396,https://www.pendo.io,3000,5,206,135,41.2,27.0,4,Failure,Timing,The seller should have more effectively addressed the buyer's timing concerns and emphasized the potential long-term benefits of the solution to overcome the objection. Sentiment: Neutral,8df3d337-59b2-4784-8405-ede135605143.json,batch_v2
e71b1dd7-310e-46b8-ac8b-98749d8e6dc3,2026-02-20T23:53:33.044172,https://www.gong.io,3000,4,235,174,58.75,43.5,2,Failure,Timing,The seller should have more effectively addressed the buyer's initial hesitation and timing concerns by offering a more tailored solution or follow-up opportunity after the product launch. Sentiment: Negative,e71b1dd7-310e-46b8-ac8b-98749d8e6dc3.json,batch_v2
ea202653-77f8-4d3b-b99f-3d2f8126378c,2026-02-20T23:53:41.146548,https://www.zoominfo.com,3000,4,251,150,62.75,37.5,2,Failure,Timing,"The seller should have more aggressively addressed the buyer's initial objection about not being ready to change their data processing system, rather than simply trying to push through with the sales pitch. Sentiment: Negative",ea202653-77f8-4d3b-b99f-3d2f8126378c.json,batch_v2
6c657ed4-2b8e-4857-a2c8-a40eadfcddc4,2026-02-20T23:53:49.596227,https://www.lusha.com,3000,4,241,189,60.25,47.25,4,Failure,Timing,The seller should have more aggressively addressed the buyer's initial skepticism and explored potential pain points earlier in the conversation to build more traction and interest. Sentiment: Negative,6c657ed4-2b8e-4857-a2c8-a40eadfcddc4.json,batch_v2
89b004ec-b7af-422f-bf72-65db68c80860,2026-02-20T23:53:56.234760,https://www.cognism.com,3000,5,260,156,52.0,31.2,4,Failure,Authority,The seller should have asked more questions to understand the buyer's current contract and vendors to potentially identify a future opportunity or a different decision-maker. Sentiment: Neutral,89b004ec-b7af-422f-bf72-65db68c80860.json,batch_v2
2c89b384-7a32-4212-b37e-829970ba4792,2026-02-20T23:54:02.833262,https://www.6sense.com,58,4,209,169,52.25,42.25,4,Failure,Timing,The seller should have more aggressively addressed the buyer's timing concerns and budget planning by offering a more tailored solution or a delayed implementation to align with the buyer's next quarter planning. Sentiment: Neutral,2c89b384-7a32-4212-b37e-829970ba4792.json,batch_v2
9ca39641-811e-4d95-9561-d26f9d6f7c01,2026-02-20T23:54:13.001976,https://www.demandbase.com,3000,5,247,141,49.4,28.2,2,Failure,Timing,"The seller should have more thoroughly addressed the buyer's concerns about being locked into a contract and not looking to make changes, potentially offering a future follow-up or alternative solutions. Sentiment: Negative",9ca39641-811e-4d95-9561-d26f9d6f7c01.json,batch_v2
e6b3d59f-1b14-46a3-b45d-3dbe607f276f,2026-02-20T23:54:23.432063,https://www.shopify.com,3000,4,255,200,63.75,50.0,2,Failure,Timing,"The seller should have more effectively addressed the buyer's timing concerns and explored potential ways to support their current project, rather than simply accepting the rejection and ending the conversation. Sentiment: Negative",e6b3d59f-1b14-46a3-b45d-3dbe607f276f.json,batch_v2
441c9e5f-764f-44a7-af17-ec10fc52351c,2026-02-20T23:54:32.968132,https://www.bigcommerce.com,3000,4,175,129,43.75,32.25,2,Failure,Timing,The seller should have more effectively addressed the buyer's timing concerns and existing solution evaluations to potentially reschedule a follow-up conversation when the buyer is more receptive. Sentiment: Negative,441c9e5f-764f-44a7-af17-ec10fc52351c.json,batch_v2
08e01a52-f2c5-47a0-a0c7-41b511a9d141,2026-02-21T15:07:40.643825,https://www.6sense.com,58,4,197,201,49.25,50.25,2,Failure,Price,The seller should have more effectively addressed the buyer's price concerns and provided a clearer ROI justification to overcome the objection. Sentiment: Negative,08e01a52-f2c5-47a0-a0c7-41b511a9d141.json,batch_v2
1b21d112-0509-4c59-99f7-382791c8342f,2026-02-21T15:07:49.545107,https://www.demandbase.com,3000,5,208,171,41.6,34.2,4,Failure,Timing,The seller should have more aggressively addressed the buyer's timing concerns and explored potential solutions that could help the buyer prioritize the implementation of DeepData AI. Sentiment: Neutral,1b21d112-0509-4c59-99f7-382791c8342f.json,batch_v2
5f03bd38-94aa-4d2a-943b-3ce5a04fb6af,2026-02-21T15:07:57.124504,https://www.6sense.com,58,4,246,223,61.5,55.75,4,Failure,Integration,The seller should have more effectively addressed the buyer's concerns about integration and disruption to their current workflow by providing more detailed information about the dedicated integration team and customized training. Sentiment: Neutral,5f03bd38-94aa-4d2a-943b-3ce5a04fb6af.json,batch_v2
ed1cd722-3cce-4a94-b5a0-00ecf18dbe97,2026-02-21T15:08:03.689863,https://www.demandbase.com,3000,5,299,225,59.8,45.0,4,Failure,Price,The seller should have been more prepared to address the buyer's pricing concerns and potentially offered more flexible pricing options or a trial to alleviate the cost barrier. Sentiment: Neutral,ed1cd722-3cce-4a94-b5a0-00ecf18dbe97.json,batch_v2
0a71ad9e-c1e6-47fd-bcc1-e73c6a293356,2026-02-21T15:08:10.315863,https://www.cognism.com,3000,4,209,228,52.25,57.0,4,Failure,Timing,The seller should have more aggressively addressed the buyer's budget cycle concerns and explored potential creative solutions or temporary arrangements to overcome the timing objection. Sentiment: Neutral,0a71ad9e-c1e6-47fd-bcc1-e73c6a293356.json,batch_v2
0bd6e08c-198e-4f08-9851-e36c19c0a4ed,2026-02-21T15:08:17.774021,https://www.lusha.com,3000,4,269,133,67.25,33.25,8,Success,Price,The seller could have further emphasized the potential cost savings and ROI of DeepData AI to more effectively address the buyer's budget concerns. Sentiment: Neutral,0bd6e08c-198e-4f08-9851-e36c19c0a4ed.json,batch_v2
3685d34c-e350-4025-aaa6-22e3fb15f3e7,2026-02-21T15:08:25.142988,https://www.seamless.ai,3000,4,233,202,58.25,50.5,4,Failure,Timing,The seller should have more aggressively addressed the buyer's contract timing concern earlier in the conversation to potentially find alternative solutions or schedule a follow-up discussion after the contract expires. Sentiment: Neutral,3685d34c-e350-4025-aaa6-22e3fb15f3e7.json,batch_v2
c8fbe95f-df2a-4a34-ba91-b6418c828f92,2026-02-21T15:08:31.560000,https://www.uplead.com,3000,4,196,188,49.0,47.0,4,Failure,Price,The seller should have more aggressively addressed the buyer's price concerns and provided a clearer ROI justification to overcome the budget objections. Sentiment: Neutral,c8fbe95f-df2a-4a34-ba91-b6418c828f92.json,batch_v2
4fe95e96-44fd-4bb2-88cd-6670b56722df,2026-02-21T15:08:42.050191,https://www.lead411.com,3000,4,201,186,50.25,46.5,4,Failure,Price,The seller should have been more prepared to address the buyer's pricing concerns and potentially offered a more flexible or customized pricing plan to better fit the buyer's budget and needs. Sentiment: Neutral,4fe95e96-44fd-4bb2-88cd-6670b56722df.json,batch_v2
f7574c9d-31f7-4548-81fd-92be10b44b41,2026-02-21T15:08:49.110349,https://www.clearbit.com,1888,5,324,148,64.8,29.6,8,Success,Integration,The seller could have asked more specific questions about the buyer's current pain points and integration challenges to build a stronger connection and tailor the demo to address their unique needs. Sentiment: Neutral,f7574c9d-31f7-4548-81fd-92be10b44b41.json,batch_v2
c68dc72b-a1dc-4690-8ebc-afb72841cb28,2026-02-21T15:08:57.896001,https://www.bombora.com,3000,4,208,180,52.0,45.0,4,Failure,Authority,The seller should have asked about the procurement process and budget authority earlier in the conversation to better understand the buyer's decision-making capabilities and tailor their approach accordingly. Sentiment: Neutral,c68dc72b-a1dc-4690-8ebc-afb72841cb28.json,batch_v2
5cf56e5d-7f54-4001-ad5f-895ca98a0691,2026-02-21T15:09:05.419523,https://www.advent.com,2743,4,240,242,60.0,60.5,2,Failure,Timing,"The seller should have more effectively addressed the buyer's current priorities and explored potential solutions that could help with their immediate needs, rather than simply agreeing to follow up in the future. Sentiment: Neutral",5cf56e5d-7f54-4001-ad5f-895ca98a0691.json,batch_v2
a2fb1522-356d-496f-865a-cd4d709ec320,2026-02-21T15:09:14.108217,https://www.adyen.com,2738,5,245,140,49.0,28.0,8,Success,Integration,The seller should have asked more questions to understand the buyer's current pain points and goals to tailor the demo and trial period more effectively. Sentiment: Neutral,a2fb1522-356d-496f-865a-cd4d709ec320.json,batch_v2
349ec69e-d6d3-413a-ad2f-8feebc040b8c,2026-02-21T15:09:22.720535,https://www.plaid.com,2708,4,259,240,64.75,60.0,4,Failure,Timing,"The seller should have more aggressively addressed the buyer's concerns about timing and bandwidth, potentially offering a pilot project or phased implementation to mitigate the perceived risk and burden of a full-scale implementation. Sentiment: Neutral",349ec69e-d6d3-413a-ad2f-8feebc040b8c.json,batch_v2
154ce916-d0b9-4802-8e1c-4bba37368221,2026-02-21T15:09:30.439166,https://www.ramp.com,3000,4,191,205,47.75,51.25,4,Failure,Price,The seller should have been more prepared to address the buyer's concerns about cost and potentially offered a more flexible pricing structure or a pilot project to mitigate the risk. Sentiment: Neutral,154ce916-d0b9-4802-8e1c-4bba37368221.json,batch_v2
fb068f30-3ac3-4bd2-b06d-1d9b2f21ffda,2026-02-21T15:09:37.271579,https://www.airwallex.com,3000,4,191,189,47.75,47.25,4,Failure,Integration,The seller should have more proactively addressed the buyer's integration concerns earlier in the conversation by providing specific examples or case studies of successful transitions from competing solutions. Sentiment: Neutral,fb068f30-3ac3-4bd2-b06d-1d9b2f21ffda.json,batch_v2
f94fcc8f-1437-42cb-9f27-057c048e2893,2026-02-21T15:09:44.336703,https://www.revolut.com,107,4,206,202,51.5,50.5,4,Failure,Timing,The seller should have more aggressively addressed the buyer's initial objection about being busy with a security audit and explored potential pain points that DeepData AI could help alleviate in the short term. Sentiment: Neutral,f94fcc8f-1437-42cb-9f27-057c048e2893.json,batch_v2
ffe34119-cefb-4a97-a249-c3ca6357c173,2026-02-21T15:09:51.053010,https://www.fiserv.com,814,4,217,193,54.25,48.25,4,Failure,Authority,The seller should have asked about the decision-making process and identified the key stakeholders earlier in the conversation to potentially save time and increase the chances of a successful outcome. Sentiment: Neutral,ffe34119-cefb-4a97-a249-c3ca6357c173.json,batch_v2
